執行日期,科目名稱,摘要,受款單位, 金額 
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-非營利幼兒園111學年度學費差額補助第1期款,臺北市政府教育局,"316,295,952"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費,臺中市政府教育局,"997,101"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費,高雄市政府教育局,"29,172,000"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費,臺中市政府教育局,"28,841,000"
111/12/26,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,桃園市政府,"1,019,320"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府辦理新住民子女教育行政人力經費,臺北市政府教育局,"451,000"
112/01/10,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,臺中市政府教育局,"86,649"
112/01/10,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,桃園市政府,"3,558"
112/01/10,國民及學前教育行政及督導,111學年度第1學期高級中等學校特殊境遇家庭子女孫子女學雜費減免補助,臺中市政府教育局,"3,882"
112/01/10,國民及學前教育行政及督導,111學年度第1學期高級中等學校特殊境遇家庭子女孫子女學雜費減免補助,桃園市政府,"3,801"
112/01/10,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,桃園市政府,"484,500"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-非營利幼兒園111學年度學費差額補助第2期款,桃園市政府,"209,634,954"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-非營利幼兒園111學年度學費差額補助第2期款,高雄市政府教育局,"320,977,308"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-非營利幼兒園111學年度學費差額補助第2期款,臺中市政府教育局,"159,131,382"
112/01/12,國民及學前教育行政及督導,大額通報教補1月16日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,臺南市政府教育局,"821,001,000"
112/01/12,國民及學前教育行政及督導,大額通報教補1月16日-非營利幼兒園111學年度學費差額補助第2期款,新北市政府教育局,"166,535,832"
112/01/12,國民及學前教育行政及督導,112年度第1梯次(111學年度第2學期)新住民子女職業技能精進計畫經費,臺中市政府教育局,"587,537"
112/01/12,國民及學前教育行政及督導,112年度新住民子女教育行政人力,桃園市政府,"473,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府設置學生輔導諮商中心,臺南市政府教育局,"693,428"
112/01/12,國民及學前教育行政及督導,112年度各地方政府設置學生輔導諮商中心,新北市政府教育局,"676,853"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,新北市政府教育局,"45,479,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,臺南市政府教育局,"18,326,000"
112/01/12,國民及學前教育行政及督導,112年1月至7月商借教師至國教署服務所需代理代課教師經費,臺北市政府教育局,"1,050,000"
112/01/12,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,高雄市政府教育局,"37,120,309"
112/01/13,國民及學前教育行政及督導,112年桃園市政府承接教育部國、私立高級中等學校功能調整及業務移撥所需經費-1,桃園市政府,"9,000,000"
112/01/13,國民及學前教育行政及督導,111學年度技術型及綜合型高級中等學校十二年國民基本教育課程綱要前導學校工作計畫,高雄市政府教育局,"1,146,202"
112/01/13,國民及學前教育行政及督導,111學年度十二年國民基本教育課程綱要普通型前導學校計畫,高雄市政府教育局,"5,544,000"
112/01/13,國民及學前教育行政及督導,112年度新住民子女教育行政人力經費,臺南市政府教育局,"473,000"
112/01/13,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第2期),臺南市政府教育局,"58,755"
112/01/13,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第2期),臺南市政府教育局,"64,672,000"
112/01/13,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費,桃園市政府,"22,814,000"
112/01/13,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費(第1期),桃園市政府,"916,789"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,臺南市政府教育局,"658,018"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,高雄市政府教育局,"6,048,223"
112/01/16,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,臺南市政府教育局,"73,710,633"
112/01/16,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,臺北市政府教育局,"1,557,800"
112/01/16,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,臺南市政府教育局,"1,623,120"
112/01/16,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,臺中市政府教育局,"2,190,680"
112/01/16,國民及學前教育行政及督導,111學年度國民中學技藝教育課程競賽及成果展發表活動經費,新北市政府教育局,"1,350,000"
112/01/16,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,臺北市政府教育局,"23,800,000"
112/01/16,國民及學前教育行政及督導,112年度僑生輔導經費,臺中市政府教育局,"126,360"
112/01/16,國民及學前教育行政及督導,112年度僑生輔導經費,高雄市政府教育局,"329,280"
112/01/16,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,桃園市政府,"370,283"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,高雄市政府教育局,"9,136,900"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,高雄市政府教育局,"3,525,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,臺南市政府教育局,"1,349,500"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,臺南市政府教育局,"1,038,000"
112/01/16,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,臺南市政府教育局,"40,500"
112/01/16,國民及學前教育行政及督導,112年度地方政府暨轄屬學校執行強化校園安全防護工作,桃園市政府,"1,070,728"
112/01/16,國民及學前教育行政及督導,112年度地方政府暨轄屬學校執行強化校園安全防護工作,臺中市政府教育局,"1,235,086"
112/01/16,國民及學前教育行政及督導,大額通報教補1月18日-111學年度輔導教師人力運用計畫第2期款,新北市政府教育局,"122,858,184"
112/01/16,國民及學前教育行政及督導,大額通報教補1月18日-111學年度輔導教師人力運用計畫第2期款,臺中市政府教育局,"928,524"
112/01/16,國民及學前教育行政及督導,大額通報教補1月18日-111學年度輔導教師人力運用計畫第2期款,臺中市政府教育局,"106,777,600"
112/01/16,國民及學前教育行政及督導,大額通報教補1月18日-111學年度輔導教師人力運用計畫第2期款,高雄市政府教育局,"102,010,172"
112/01/16,國民及學前教育行政及督導,111學年度國民中小學本土教育整體推動方案第2期款,臺中市政府教育局,"2,417,712"
112/01/17,國民及學前教育行政及督導,大額通報教補1月19日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,桃園市政府,"1,259,298,000"
112/01/17,國民及學前教育行政及督導,112年度機構安置高關懷學齡兒少就讀學校輔導工作計畫,高雄市政府教育局,"393,600"
112/01/17,國民及學前教育行政及督導,112年度反毒教育行動車入校宣導實施計畫,臺中市政府教育局,"257,985"
112/01/17,國民及學前教育行政及督導,112年度反毒教育行動車入校宣導實施計畫,高雄市政府教育局,"398,605"
112/01/17,國民及學前教育行政及督導,111學年度十二年國民基本教育課程綱要普通型前導學校計畫,桃園市政府,"2,555,525"
112/01/17,國民及學前教育行政及督導,111學年度十二年國民基本教育課程綱要普通型前導學校計畫,臺南市政府教育局,"1,848,000"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,臺中市政府教育局,"144,660"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,臺南市政府教育局,"173,624"
112/01/17,國民及學前教育行政及督導,大額通報教補1月19日-112年桃園市政府承接教育部國、私立高級中等學校功能調整及業務移撥所需經費-1,桃園市政府,"324,000,000"
112/01/17,國民及學前教育行政及督導,臺南考區112年國中教育會考試務籌辦計畫第1期款,臺南市政府教育局,"10,277,293"
112/01/17,國民及學前教育行政及督導,臺南考區112年國中教育會考試務籌辦計畫第1期款,臺南市政府教育局,"184,800"
112/01/17,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,臺中市政府教育局,"4,262,369"
112/01/17,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,臺中市政府教育局,"273,697"
112/01/17,國民及學前教育行政及督導,大額通報教補1月19日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,臺中市政府教育局,"1,302,612,000"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,桃園市政府,"84,726"
112/01/18,國民及學前教育行政及督導,112年僑生生活輔導經費,新北市政府教育局,"351,720"
112/01/18,國民及學前教育行政及督導,112年度新住民子女職業技能精進計畫經費,桃園市政府,"294,120"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,高雄市政府教育局,"274,489"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,新北市政府教育局,"233,421"
112/01/18,國民及學前教育行政及督導,111學年度「允文允武」閱讀暨運動達人競賽經費,高雄市政府教育局,"370,000"
112/01/18,國民及學前教育行政及督導,110至111學年度區合作模式計畫第3期款,桃園市政府,"572,250"
112/01/18,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,桃園市政府,"8,198,346"
112/01/18,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,新北市政府教育局,"9,886,310"
112/01/18,國民及學前教育行政及督導,111學年度辦理非營利幼兒園相關業務經費第2期款,桃園市政府,"3,274,200"
112/01/18,國民及學前教育行政及督導,大額通報教補1月30日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,新北市政府教育局,"1,549,995,000"
112/01/18,國民及學前教育行政及督導,大額通報教補1月30日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,高雄市政府教育局,"1,234,329,000"
112/01/19,國民及學前教育行政及督導,111學年度準公共幼兒園招收2歲幼兒補助經費第2期款,新北市政府教育局,"15,750,000"
112/01/19,國民及學前教育行政及督導,蔡文國小111年度充實設施設備-校園前庭地坪及周邊環境整修工程第2期款,高雄市政府教育局,"1,346,900"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學媒體素養教育基地學校計畫第2期款,高雄市政府教育局,"102,000"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,新北市政府教育局,"4,808,335"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,新北市政府教育局,"231,009"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,高雄市政府教育局,"4,303,654"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,高雄市政府教育局,"302,544"
112/01/19,國民及學前教育行政及督導,112年度國中畢業生適性入學到校宣導經費,新北市政府教育局,"274,400"
112/01/19,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,新北市政府教育局,"174,500"
112/01/19,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,高雄市政府教育局,"2,459,400"
112/01/19,國民及學前教育行政及督導,112年1月至7月商借教師至國教署服務所需代理代課教師經費,桃園市政府,"350,000"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,臺中市政府教育局,"43,404,036"
112/01/19,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,臺中市政府教育局,"8,985,216"
112/01/03,國民及學前教育行政及督導,大額通報教補1月5日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,新竹縣政府,"367,740,000"
112/01/05,國民及學前教育行政及督導,111學年度地方政府精進高級中等學校課程與教學計畫,基隆市政府,"2,180,997"
112/01/06,國民及學前教育行政及督導,大額通報教補1月9日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,嘉義縣政府,"152,307,000"
112/01/06,國民及學前教育行政及督導,大額通報教補1月9日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,南投縣政府,"193,230,000"
112/01/06,國民及學前教育行政及督導,大額通報教補1月9日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,屏東縣政府,"298,692,000"
112/01/06,國民及學前教育行政及督導,大額通報教補1月9日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,雲林縣政府,"268,953,000"
112/01/06,國民及學前教育行政及督導,112年度補助各地方政府辦理新住民子女教育行政人力經費,苗栗縣政府,"495,000"
112/01/07,國民及學前教育行政及督導,112年度新住民子女教育行政人力,新竹縣政府,"473,000"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,臺東縣政府,"7,144"
112/01/07,國民及學前教育行政及督導,大額通報教補1月10日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,基隆市政府,"106,380,000"
112/01/09,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,新竹縣政府,"33,242,910"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-非營利幼兒園111學年度學費差額補助第1期款,雲林縣政府,"22,445,028"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-非營利幼兒園111學年度學費差額補助第1期款,南投縣政府,"21,349,536"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-非營利幼兒園111學年度學費差額補助第1期款,苗栗縣政府,"75,693,180"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-非營利幼兒園111學年度學費差額補助第1期款,屏東縣政府,"74,405,088"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,花蓮縣政府,"117,570,000"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,彰化縣政府,"688,464,000"
112/01/09,國民及學前教育行政及督導,大額通報教補1月11日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,苗栗縣政府,"231,462,000"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費,苗栗縣政府,"919,080"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費,彰化縣政府,"1,068,123"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費,雲林縣政府,"915,860"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費,屏東縣政府,"811,023"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費(第1期),彰化縣政府,"14,752,000"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費(第1期),嘉義市政府,"2,648,000"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費(第1期),宜蘭縣政府,"4,161,000"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費(第1期),雲林縣政府,"11,093,000"
112/01/10,國民及學前教育行政及督導,112年度補助置專輔人員計畫經費(第1期),屏東縣政府,"10,710,000"
111/12/26,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,基隆市政府,"115,720"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府辦理新住民子女教育行政人力經費,基隆市政府,"473,000"
112/01/10,國民及學前教育行政及督導,112年度補助各地方政府辦理新住民子女教育行政人力經費,彰化縣政府,"484,000"
112/01/10,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,苗栗縣政府,"54,500"
112/01/10,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,新竹縣政府教育局地方教育發展基金專戶,"12,000"
112/01/10,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,彰化縣政府,"51,000"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,宜蘭縣政府,"179,019,000"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,新竹市政府,"280,632,000"
112/01/10,國民及學前教育行政及督導,大額通報教補1月12日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,臺東縣政府,"75,000,000"
112/01/10,國民及學前教育行政及督導,111學年度科技教育推動總體計畫第2期款,宜蘭縣政府,"5,295,500"
112/01/10,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,基隆市政府,"44,588,688"
112/01/10,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,臺東縣政府,"11,269,662"
112/01/11,國民及學前教育行政及督導,大額通報教補1月13日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,嘉義市政府,"122,529,000"
112/01/11,國民及學前教育行政及督導,111學年度科技教育推動總體計畫第2期款,基隆市政府,"4,049,500"
112/01/11,國民及學前教育行政及督導,臺東考區112年國中教育會考試務籌辦計畫第1期款,臺東縣政府,"774,360"
112/01/12,國民及學前教育行政及督導,111學年度離島3鄉3縣及原住民族地區辦理國民教育幼兒班專任巡迴輔導員及業務費第2期款,南投縣政府,"685,300"
112/01/12,國民及學前教育行政及督導,111學年度離島3鄉3縣及原住民族地區辦理國民教育幼兒班專任巡迴輔導員及業務費第2期款,南投縣政府,"195,800"
112/01/12,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,澎湖縣政府,"2,117,552"
112/01/12,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,澎湖縣政府,"100,440"
112/01/12,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,基隆市政府,"2,281,936"
112/01/12,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,基隆市政府,"142,739"
112/01/12,國民及學前教育行政及督導,112年度新住民子女教育行政人力,連江縣政府,"495,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府設置學生輔導諮商中心,宜蘭縣政府,"636,600"
112/01/12,國民及學前教育行政及督導,112年度各地方政府設置學生輔導諮商中心,新竹市政府,"586,608"
112/01/12,國民及學前教育行政及督導,112年度各地方政府設置學生輔導諮商中心,南投縣政府,"750,273"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,南投縣政府,"11,348,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,臺東縣政府,"8,415,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,苗栗縣政府,"9,180,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,新竹市政府,"5,984,000"
112/01/12,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,連江縣政府,"2,295,000"
112/01/12,國民及學前教育行政及督導,112年1月至7月商借教師至國教署服務所需代理代課教師經費,新竹縣政府,"350,000"
112/01/12,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,基隆市政府,"13,590,914"
112/01/13,國民及學前教育行政及督導,111學年度準公共幼兒園招收2歲幼兒補助經費第2期款,澎湖縣政府,"585,000"
112/01/13,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,嘉義市政府,"18,971,796"
112/01/13,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,嘉義縣政府,"19,127,244"
112/01/13,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,金門縣政府,"28,050,000"
112/01/13,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,澎湖縣政府,"41,037,000"
112/01/13,國民及學前教育行政及督導,112年度國際教育地方培力團(IELCG)任務學校經費,嘉義市政府,"264,000"
112/01/13,國民及學前教育行政及督導,112年度國際教育地方培力團(IELCG)任務學校經費,基隆市政府,"240,000"
112/01/13,國民及學前教育行政及督導,112年度新住民子女教育行政人力經費,宜蘭縣政府,"484,000"
112/01/13,國民及學前教育行政及督導,112年度新住民子女教育行政人力經費,澎湖縣政府,"495,000"
112/01/13,國民及學前教育行政及督導,112年度新住民子女教育行政人力經費,屏東縣政府,"495,000"
112/01/13,國民及學前教育行政及督導,112年度新住民子女教育行政人力經費,新竹市政府,"473,000"
112/01/13,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第2期),臺東縣政府,"221,760"
112/01/13,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第2期),臺東縣政府,"10,080,000"
112/01/13,國民及學前教育行政及督導,112年度補助各地方政府置輔諮中心計畫經費(第1期),基隆市政府,"715,835"
112/01/13,國民及學前教育行政及督導,112年度補助縣、市政府置專輔人員計畫經費(第1期),基隆市政府,"2,244,000"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,基隆市政府,"407,323"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,嘉義縣政府,"247,778"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,南投縣政府,"105,813"
112/01/13,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,新竹縣政府,"280,052"
112/01/16,國民及學前教育行政及督導,大額通報教補1月18日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,雲林縣政府,"179,302,000"
112/01/16,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,宜蘭縣政府,"33,515,192"
112/01/16,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,宜蘭縣政府,"2,732,260"
112/01/16,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,宜蘭縣政府,"174,512"
112/01/16,國民及學前教育行政及督導,中投考區112年國中教育會考試務籌辦計畫第1期款,南投縣政府,"6,687,378"
112/01/16,國民及學前教育行政及督導,111學年度國民中學技藝教育課程競賽及成果展發表活動經費,新竹市政府,"805,350"
112/01/16,國民及學前教育行政及督導,111學年度一般地區學校公立國民中學增置專長教師員額實施計畫第2期款,花蓮縣政府,"4,095,000"
112/01/16,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,南投縣政府,"19,706,323"
112/01/16,國民及學前教育行政及督導,111學年度地方政府精進高級中等學校課程與教學計畫,新竹縣政府,"1,771,000"
112/01/16,國民及學前教育行政及督導,112年度新住民子女教育行政人力,雲林縣政府,"495,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,屏東縣政府,"2,422,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,屏東縣政府,"1,058,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,嘉義縣政府,"1,248,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,嘉義縣政府,"44,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,雲林縣政府,"567,300"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,雲林縣政府,"234,000"
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,新竹縣政府,"1,014,000"
