執行日期,科目名稱,摘要,受款單位, 金額 
112/01/16,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案,新竹縣政府,"517,000"
112/01/16,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,南投縣政府,"13,500"
112/01/16,國民及學前教育行政及督導,112年度地方政府暨轄屬學校執行強化校園安全防護工作,宜蘭縣政府,"724,130"
112/01/16,國民及學前教育行政及督導,112年度地方政府暨轄屬學校執行強化校園安全防護工作,臺東縣政府,"1,371,436"
112/01/16,國民及學前教育行政及督導,111學年度國民中小學本土教育整體推動方案第2期款,屏東縣政府,"2,400,776"
112/01/17,國民及學前教育行政及督導,商借苗栗國中教師陳婉柔所需聘任代理代課教師經費,苗栗縣政府,"468,216"
112/01/17,國民及學前教育行政及督導,112年度反毒教育行動車入校宣導實施計畫,彰化縣政府,"266,016"
112/01/17,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,嘉義縣政府,"8,415,000"
112/01/17,國民及學前教育行政及督導,112年度各地方政府置專業輔導人員計畫,澎湖縣政府,"3,902,000"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,雲林縣政府,"1,149,209"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,苗栗縣政府,"25,769,376"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,雲林縣政府,"19,571,200"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,彰化縣政府,"38,202,982"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,南投縣政府,"19,823,513"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,澎湖縣政府,"104,832"
112/01/17,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫第2期款,澎湖縣政府,"5,328,000"
112/01/17,國民及學前教育行政及督導,111學年度地方政府精進高級中等學校課程與教學計畫,苗栗縣政府,"1,890,000"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,連江縣政府,"84,105"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,新竹市政府,"145,798"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,嘉義市政府,"99,804"
112/01/17,國民及學前教育行政及督導,112年度校園拒毒萌芽推廣實施計畫,臺東縣政府,"33,642"
112/01/17,國民及學前教育行政及督導,馬祖考區112年國中教育會考試務籌辦計畫第1期款,連江縣政府,"381,367"
112/01/17,國民及學前教育行政及督導,馬祖考區112年國中教育會考試務籌辦計畫第1期款,連江縣政府,"81,000"
112/01/17,國民及學前教育行政及督導,竹苗考區112年國中教育會考試務籌辦計畫第1期款,新竹市政府,"3,390,765"
112/01/17,國民及學前教育行政及督導,111學年度學習區完全免試國中提升學習品質計畫第2期款,南投縣政府,"1,212,342"
112/01/17,國民及學前教育行政及督導,111學年度準公共幼兒園12園輔導計畫第2期款,南投縣政府,"352,786"
112/01/17,國民及學前教育行政及督導,111年度恆春國小附設幼兒園等2園充實及改善教學環境設施設備經費,屏東縣政府,"540,000"
112/01/17,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,新竹市政府,"55,187,544"
112/01/17,國民及學前教育行政及督導,111學年度準公共幼兒園招收2歲幼兒補助經費第2期款,南投縣政府,"10,080,000"
112/01/17,國民及學前教育行政及督導,111學年度學習區完全免試國中提升學習品質計畫第2期款,基隆市政府,"2,937,437"
112/01/18,國民及學前教育行政及督導,112年公立國民中小學暨幼兒園教師申請介聘他縣市服務作業經費,臺東縣政府,"598,690"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,屏東縣政府,"99,087"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,嘉義縣政府,"16,821"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,澎湖縣政府,"83,592"
112/01/18,國民及學前教育行政及督導,112年校園拒毒萌芽推廣實施計畫反毒活動經費,苗栗縣政府,"117,576"
112/01/18,國民及學前教育行政及督導,110至111學年度區合作模式計畫第3期款,南投縣政府,"732,980"
112/01/18,國民及學前教育行政及督導,東和國小111年度充實設施設備-司令臺暨護坡整修工程經費,彰化縣政府,"2,698,396"
112/01/18,國民及學前教育行政及督導,大額通報教補1月30日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,南投縣政府,"128,820,000"
112/01/18,國民及學前教育行政及督導,111學年度偏遠地區及非山非市地區公立高級中等學校學生通學交通費,彰化縣政府,"1,635,480"
112/01/18,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,彰化縣政府,"747,356"
112/01/18,國民及學前教育行政及督導,大額通報教補1月30日-111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費第3期款,屏東縣政府,"199,128,000"
112/01/19,國民及學前教育行政及督導,前山非營利幼兒園111學年度永續經營之房舍修繕及設施設備改善、維護與購置經費第1期款,南投縣政府,"310,500"
112/01/19,國民及學前教育行政及督導,非營利幼兒園111學年度學費差額補助第2期款,彰化縣政府,"96,397,128"
112/01/19,國民及學前教育行政及督導,111學年度準公共幼兒園5園輔導計畫第2期款,屏東縣政府,"111,949"
112/01/19,國民及學前教育行政及督導,111學年度十二年國教課綱國民中小學標準本位評量「推廣學校計畫」暨「領航學校計畫」第2期款,嘉義市政府,"45,650"
112/01/19,國民及學前教育行政及督導,111學年度學習區完全免試國中提升學習品質計畫第2期款,嘉義市政府,"322,140"
112/01/19,國民及學前教育行政及督導,雲林考區112年國中教育會考試務籌辦計畫第1期款,雲林縣政府,"1,382,681"
112/01/19,國民及學前教育行政及督導,花蓮考區112年國中教育會考試務籌辦計畫第1期款,花蓮縣政府,"1,008,041"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學媒體素養教育基地學校計畫第2期款,基隆市政府,"105,600"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,金門縣政府,"2,170,663"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,金門縣政府,"195,360"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,連江縣政府,"1,890,475"
112/01/19,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第2期款,連江縣政府,"208,397"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學本土教育整體推動方案第2期款,宜蘭縣政府,"1,167,858"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學本土教育整體推動方案第2期款,嘉義縣政府,"1,895,940"
112/01/19,國民及學前教育行政及督導,112年度國中畢業生適性入學到校宣導經費,連江縣政府,"18,000"
112/01/19,國民及學前教育行政及督導,112年度國中畢業生適性入學到校宣導經費,雲林縣政府,"144,000"
112/01/19,國民及學前教育行政及督導,112年度高級中等學校學習歷程紀錄模組維運費,嘉義縣政府,"24,000"
112/01/19,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,嘉義縣政府,"145,960"
112/01/19,國民及學前教育行政及督導,111學年度下學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費第2期款,屏東縣政府,"211,280"
112/01/19,國民及學前教育行政及督導,111學年度科技教育推動總體計畫第2期款,彰化縣政府,"6,541,500"
112/01/19,國民及學前教育行政及督導,111學年度數學領域課中學習扶助深化模式試辦計畫第2期款,苗栗縣政府,"3,411,142"
112/01/19,國民及學前教育行政及督導,偏遠地區學校111學年度推動國中合理教師員額事項經費第2期款,花蓮縣政府,"819,000"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,嘉義市政府,"4,829,123"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,嘉義縣政府,"12,249,041"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,連江縣政府,"986,738"
112/01/19,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第2期款,苗栗縣政府,"17,439,388"
112/01/19,國民及學前教育行政及督導,111學年度本土語文指導員第2期經費,金門縣政府,"378,000"
112/01/19,國民及學前教育行政及督導,112年度國中畢業生適性入學到校宣導經費,臺東縣政府,"90,000"
112/01/19,國民及學前教育行政及督導,112年度國中畢業生適性入學到校宣導經費,嘉義縣政府,"100,800"
112/01/11,國民及學前教育行政及督導,新設非營利幼兒園建築物裝修及購置教學設備第2、3期款(第六聯隊),國防部空軍司令部,"1,493,914"
112/01/11,國民及學前教育行政及督導,新設非營利幼兒園建築物裝修及購置教學設備第2、3期款(第六聯隊),國防部空軍司令部,"19,829,700"
112/01/13,國民及學前教育行政及督導,111學年度新設非營利幼兒園建築物裝修及購置教學設備第3期款,法務部矯正署臺東監獄,"300,000"
112/01/13,國民及學前教育行政及督導,111學年度新設非營利幼兒園建築物裝修及購置教學設備第3期款,法務部矯正署臺東監獄,"3,013,156"
112/01/13,國民及學前教育行政及督導,111學年度國家教育研究院基地學校第2期款,國家教育研究院,"5,405,400"
112/01/16,國民及學前教育行政及督導,新設職場教保服務中心建築物裝修及購置教學設備第2期款,內政部營建署,"50,000"
112/01/16,國民及學前教育行政及督導,新設職場教保服務中心建築物裝修及購置教學設備第2期款,內政部營建署,"858,915"
112/01/19,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費(含聘請簽證會計師經費)第1期款-南區工程處,內政部營建署,"80,000"
112/01/05,國民及學前教育行政及督導,112年度山地、偏遠及離島地區國立高級中等以下學校經濟弱勢學生午餐費經費,國立後壁高級中學,"1,530,000"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立新竹高級工業職業學校,"337,365"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立苗栗高級商業職業學校,"115,101"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立員林崇實高級工業職業學校,"91,728"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立員林高級家事商業職業學校,"190,512"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立彰化師範大學附屬高級工業職業學校,"222,264"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立南投高級中學,"462,168"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立台南家齊高級中學,"346,767"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立臺南大學附屬高級中學,"278,822"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立後壁高級中學,"271,215"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立鳳山高級商工職業學校,"229,320"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立宜蘭高級中學,"389,907"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立宜蘭高級商業職業學校,"293,706"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立羅東高級工業職業學校,"190,512"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立羅東高級商業職業學校,"257,985"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立台東高級商業職業學校,"265,923"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立北港高級中學,"238,140"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立嘉義高級家事職業學校,"210,357"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立新化高級中學,"402,664"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立台南女子高級中學,"577,725"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立新豐高級中學,"345,586"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立成功商業水產職業學校,"31,752"
112/01/05,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立馬公高級中學,"391,608"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立基隆高級中學,"1,172,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立台南第二高級中學,"609,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立竹北高級中學,"625,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立竹東高級中學,"659,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立台東女子高級中學,"540,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立台東高級中學,"757,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立竹南高級中學,"800,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立暨南大學附屬高級中學,"875,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立南投高級中學,"755,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立基隆女子高級中學,"866,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立苗栗高級中學,"898,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立苑裡高級中學,"715,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立新港藝術高級中學,"333,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立中山大學附屬國光高級中學,"995,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立彰化高級中學,"768,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立鳳新高級中學,"794,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立台南女子高級中學,"1,021,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立臺灣師範大學附屬高級中學,"750,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立潮州高級中學,"753,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立竹山高級中學,"675,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立中央大學附屬中壢高級中學,"750,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立鳳山高級中學,"637,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立善化高級中學,"805,000"
112/01/05,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案經費(經),國立鹿港高級中學,"612,000"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立中興高級中學,"198,591"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立西螺高級農工職業學校,"405,720"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立東石高級中學,"285,768"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立曾文高級農工職業學校,"186,543"
112/01/07,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立澎湖高級海事水產職業學校,"84,672"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立基隆高級中學,"772,998"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立苗栗高級農工職業學校,"863,508"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立中興高級中學,"2,131,656"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立斗六高級家事商業職業學校,"863,508"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立台南第一高級中學,"863,508"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立曾文高級家事商業職業學校,"863,508"
112/01/10,國民及學前教育行政及督導,112年教育部輔諮中心臨時專輔人員經費,國立屏東女子高級中學,"741,776"
112/01/10,國民及學前教育行政及督導,111學年度辦理幼兒部增開未納編班級教學相關經費(第2期),國立臺南特殊教育學校,"980,000"
112/01/10,國民及學前教育行政及督導,112年度聘用專任專業導人員差旅費,國立中興高級中學,"50,000"
112/01/10,國民及學前教育行政及督導,112年度聘用專任專業導人員差旅費,國立秀水高級工業職業學校,"20,000"
112/01/10,國民及學前教育行政及督導,112年度聘用專任專業導人員差旅費,國立二林高級工商職業學校,"30,000"
112/01/10,國民及學前教育行政及督導,112年度聘用專任專業導人員差旅費,國立彰化師範大學附屬高級工業職業學校,"30,000"
112/01/10,國民及學前教育行政及督導,112年度聘用專任專業導人員差旅費,國立彰化高級商業職業學校,"15,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立台南高級海事水產職業學校,"678,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立新竹高級商業職業學校,"566,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立基隆高級商工職業學校,"657,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立東石高級中學,"568,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立花蓮高級農業職業學校,"657,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立彰化高級商業職業學校,"711,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立鳳山高級中學,"700,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立苗栗高級商業職業學校,"738,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立南投高級中學,"565,300"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立斗六高級家事商業職業學校,"662,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立嘉義高級中學,"578,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立曾文高級農工職業學校,"733,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立屏東高級工業職業學校,"754,000"
112/01/10,國民及學前教育行政及督導,112年度補助教育部各縣(市)聯絡處基本行政工作維持費,國立台東女子高級中學,"572,000"
112/01/10,國民及學前教育行政及督導,補助國學校學生宿舍短期臨時管理人員需經費,國立臺東大學附屬體育高級中學,"900,794"
112/01/10,國民及學前教育行政及督導,112年度新住民子女職業技能精進計畫經費,國立花蓮高級工業職業學校,"153,461"
112/01/10,國民及學前教育行政及督導,112年度新住民子女職業技能精進計畫經費,國立北斗高級家事商業職業學校,"180,000"
112/01/10,國民及學前教育行政及督導,111學年度偏遠地區及非山非市地區公立高級中等學校學生通學交通費,國立佳冬高級農業職業學校,"5,319,000"
112/01/10,國民及學前教育行政及督導,111學年度偏遠地區及非山非市地區公立高級中等學校學生通學交通費,國立土庫高級商工職業學校,"5,893,404"
112/01/10,國民及學前教育行政及督導,111學年度偏遠地區及非山非市地區公立高級中等學校學生通學交通費,國立旗山高級農工職業學校,"4,521,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立溪湖高級中學,"785,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立屏東女子高級中學,"654,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立屏北高級中學,"898,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立新竹女子高級中學,"650,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立羅東高級中學,"751,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立宜蘭高級中學,"625,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立嘉義高級中學,"500,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立新化高級中學,"892,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立屏東高級中學,"795,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立北門高級中學,"548,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立華僑高級中學,"580,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立斗六高級中學,"680,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立中興高級中學,"503,000"
112/01/10,國民及學前教育行政及督導,111學年度第2學期高中優質化輔助方案(經),國立花蓮女子高級中學,"738,000"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立斗六高級家事商業職業學校,"277,830"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立高雄餐旅大學附屬餐旅高級中等學校,"63,504"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立旗山高級農工職業學校,"129,654"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立屏東女子高級中學,"604,989"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立佳冬高級農業職業學校,"269,892"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立屏東高級工業職業學校,"214,326"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立蘭陽女子高級中學,"496,125"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立新竹女子高級中學,"243,432"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立北斗高級家事商業職業學校,"123,039"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立虎尾高級中學,"486,722"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立嘉義高級商業職業學校,"341,334"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立華南高級商業職業學校,"269,892"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立岡山高級中學,"127,008"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立大湖高級農工職業學校,"134,946"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立苑裡高級中學,"341,712"
112/01/10,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,國立秀水高級工業職業學校,"102,312"
