執行日期,科目名稱,摘要,受款單位, 金額 
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立臺東大學附屬特殊教育學校,"3,628,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立南投特殊教育學校,"5,000,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立新營高級中學,"9,647,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立後壁高級中學,"9,375,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立新化高級中學,"8,030,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立新豐高級中學,"8,480,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立北門高級中學,"7,200,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立善化高級中學,"7,455,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立臺南大學附屬高級中學,"11,459,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南第一高級中學,"13,319,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南第二高級中學,"11,764,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南女子高級中學,"12,918,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南家齊高級中學,"12,000,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南高級工業職業學校,"20,257,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立新營高級工業職業學校,"11,439,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立新化高級工業職業學校,"10,374,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南高級商業職業學校,"14,000,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立曾文高級農工職業學校,"13,400,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立北門高級農工職業學校,"13,670,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立白河高級商工職業學校,"8,000,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立玉井高級工商職業學校,"7,622,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立曾文高級家事商業職業學校,"8,000,000"
112/01/01,國立高級中等學校教學與訓輔輔助,大額通報教補12月30日-112年1月份校務基金學校薪資,國立台南高級海事水產職業學校,"8,350,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立馬公高級中學,"31,461,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立金門高級中學,"22,727,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立馬祖高級中學,"12,433,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立金門高級農工職業學校,"30,328,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立澎湖高級海事水產職業學校,"32,046,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義高級中學,"37,313,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立東石高級中學,"28,786,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新港藝術高級中學,"10,345,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義女子高級中學,"28,073,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義高級工業職業學校,"50,412,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義高級商業職業學校,"29,267,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立華南高級商業職業學校,"26,215,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立民雄高級農工職業學校,"30,064,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義高級家事職業學校,"23,200,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立斗六高級中學,"31,284,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立虎尾高級中學,"26,082,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立北港高級中學,"21,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立西螺高級農工職業學校,"35,353,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立虎尾高級農工職業學校,"32,410,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立北港高級農工職業學校,"22,400,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立土庫高級商工職業學校,"22,128,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立斗六高級家事商業職業學校,"21,325,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺南大學附屬啟聰學校,"21,108,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立和美實驗學校,"29,200,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立彰化特殊教育學校,"28,422,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立嘉義特教學校,"22,226,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺南特殊教育學校,"23,283,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立花蓮特殊教育學校,"13,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立宜蘭特殊教育學校,"12,512,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆特殊教育學校,"11,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗特殊教育學校,"10,030,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立雲林特殊教育學校,"17,253,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立屏東特殊教育學校,"10,095,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹特殊教育學校,"16,150,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺東大學附屬特殊教育學校,"10,869,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立南投特殊教育學校,"10,460,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立高雄師範大學附屬高級中學,"25,861,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立中山大學附屬國光高級中學,"23,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立岡山高級中學,"26,740,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立鳳山高級中學,"34,150,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立鳳新高級中學,"36,614,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立旗美高級中學,"18,826,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立岡山高級農工職業學校,"38,900,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立旗山高級農工職業學校,"29,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立鳳山高級商工職業學校,"48,755,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立高雄餐旅大學附屬餐旅高級中等學校,"10,653,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立中興大學附屬高級中學,"34,297,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立彰化高級中學,"44,907,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立員林高級中學,"28,663,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立鹿港高級中學,"28,172,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立溪湖高級中學,"30,042,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立屏東高級中學,"38,702,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立屏北高級中學,"20,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立潮州高級中學,"23,987,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立彰化女子高級中學,"27,572,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立屏東女子高級中學,"35,024,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立員林崇實高級工業職業學校,"28,653,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立永靖高級工業職業學校,"28,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立秀水高級工業職業學校,"36,321,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立彰化師範大學附屬高級工業職業學校,"47,101,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立屏東高級工業職業學校,"47,600,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立中興大學附屬台中高級農業職業學校,"48,522,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立佳冬高級農業職業學校,"27,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立彰化高級商業職業學校,"45,360,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立員林高級農工職業學校,"34,669,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立內埔高級農工職業學校,"25,656,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立二林高級工商職業學校,"33,762,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立恆春高級工商職業學校,"19,833,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立員林高級家事商業職業學校,"27,748,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立北斗高級家事商業職業學校,"27,871,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立東港高級海事水產職業學校,"24,790,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆高級中學,"21,344,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺灣師範大學附屬高級中學,"61,452,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立政治大學附屬高級中學,"20,600,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立華僑高級中學,"32,725,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立中央大學附屬中壢高級中學,"38,355,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級中學,"34,304,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹東高級中學,"26,530,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹北高級中學,"38,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立關西高級中學,"20,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級中學,"24,931,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹南高級中學,"25,329,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立卓蘭高級中等學校,"28,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苑裡高級中學,"22,916,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆女子高級中學,"25,860,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹女子高級中學,"33,623,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級工業職業學校,"35,588,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級商業職業學校,"27,455,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級商業職業學校,"21,574,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺北科技大學附屬桃園農工高級中等學校,"53,585,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級農工職業學校,"40,074,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立大湖高級農工職業學校,"20,820,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆高級商工職業學校,"39,904,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺灣海洋大學附屬基隆海事高級中等學校,"39,335,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新營高級中學,"28,459,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立後壁高級中學,"23,545,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新化高級中學,"22,331,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新豐高級中學,"22,978,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立北門高級中學,"18,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立善化高級中學,"18,545,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立臺南大學附屬高級中學,"31,355,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南第一高級中學,"36,630,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南第二高級中學,"31,766,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南女子高級中學,"37,902,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南家齊高級中學,"31,300,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級工業職業學校,"55,715,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新營高級工業職業學校,"26,410,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新化高級工業職業學校,"27,901,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級商業職業學校,"38,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立曾文高級農工職業學校,"34,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立北門高級農工職業學校,"36,710,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立白河高級商工職業學校,"20,495,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立玉井高級工商職業學校,"20,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立曾文高級家事商業職業學校,"21,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級海事水產職業學校,"22,666,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立南投高級中學,"28,532,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立暨南大學附屬高級中學,"22,528,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立竹山高級中學,"23,666,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立中興高級中學,"25,991,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立埔里高級工業職業學校,"28,264,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立仁愛高級農業職業學校,"14,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立南投高級商業職業學校,"26,589,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立草屯高級商工職業學校,"36,310,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立水里高級商工職業學校,"23,802,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立宜蘭高級中學,"28,617,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級中學,"32,415,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立蘭陽女子高級中學,"23,691,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級工業職業學校,"33,335,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立宜蘭高級商業職業學校,"33,016,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級商業職業學校,"28,200,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立頭城高級家事商業職業學校,"27,344,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立蘇澳高級海事水產職業學校,"29,086,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級中學,"24,128,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立玉里高級中學,"20,550,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮女子高級中學,"21,998,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級工業職業學校,"34,338,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級農業職業學校,"29,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級商業職業學校,"23,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立光復高級商工職業學校,"13,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東高級中學,"23,175,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立臺東大學附屬體育高級中學,"16,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東女子高級中學,"17,175,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東高級商業職業學校,"25,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立關山高級工商職業學校,"18,278,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立成功商業水產職業學校,"12,000,000"
